City Name,Latitude,Longitude,Temperature,Humidity,Cloudiness,Windspeed,Date
Mayskiy,47.69,40.1,290.15,82,0,4.0,2020-07-19 01:36:26
Bograd,54.23,90.83,289.15,77,0,1.0,2020-07-19 01:36:26
Tamiahua,21.27,-97.45,299.22,85,0,2.95,2020-07-19 01:36:27
Baturaden,-7.3,109.22,295.9,77,25,1.01,2020-07-19 01:36:27
Khovu-Aksy,51.13,93.6,291.07,53,0,1.33,2020-07-19 01:36:27
Chingirlau,51.09,54.08,294.04,82,100,5.7,2020-07-19 01:36:27
Jumla,29.27,82.18,292.29,71,77,1.32,2020-07-19 01:36:27
Ghanzi,-21.57,21.78,279.87,58,0,3.37,2020-07-19 01:36:27
Kahului,20.89,-156.47,301.48,49,20,9.8,2020-07-19 01:34:17
Mackay,-21.15,149.2,292.92,77,90,5.1,2020-07-19 01:36:28
Abu Samrah,35.3,37.18,291.77,63,0,2.93,2020-07-19 01:36:28
Tromsø,69.65,18.96,285.15,76,87,7.2,2020-07-19 01:36:28
Puerto Palomas,31.77,-107.62,306.15,21,1,10.3,2020-07-19 01:36:28
Faya,18.39,42.45,294.14,42,74,3.4,2020-07-19 01:36:28
Poltavka,54.37,71.76,296.43,69,71,1.7,2020-07-19 01:36:28
Faanui,-16.48,-151.75,297.19,83,71,10.0,2020-07-19 01:36:28
Río Gallegos,-51.62,-69.22,275.15,93,90,3.1,2020-07-19 01:33:40
Los Llanos de Aridane,28.66,-17.92,297.15,64,53,3.6,2020-07-19 01:36:29
Quelimane,-17.88,36.89,292.09,93,75,1.0,2020-07-19 01:36:29
Sompeta,18.93,84.6,302.51,77,100,4.59,2020-07-19 01:36:29
Villefranche-sur-Saône,45.98,4.72,289.24,67,35,1.14,2020-07-19 01:36:29
Riohacha,11.54,-72.91,300.62,76,9,4.7,2020-07-19 01:36:29
Ouésso,1.61,16.05,294.46,87,95,0.5,2020-07-19 01:36:30
Panjāb,34.39,67.02,287.42,52,0,2.23,2020-07-19 01:36:30
Torbay,47.67,-52.73,287.21,71,20,5.7,2020-07-19 01:36:30
Kamenka,51.32,42.77,286.75,96,0,1.9,2020-07-19 01:36:30
Repnoye,51.59,43.19,286.48,96,8,1.38,2020-07-19 01:36:30
Yangi Marg`ilon,40.43,71.72,297.15,44,0,1.24,2020-07-19 01:36:30
Esso,55.93,158.7,286.4,71,97,3.55,2020-07-19 01:36:31
Bahía Blanca,-38.72,-62.27,285.09,68,99,1.5,2020-07-19 01:36:31
Hazebrouck,50.72,2.54,286.0,86,97,2.05,2020-07-19 01:36:31
Winnemucca,40.97,-117.74,310.15,7,1,4.6,2020-07-19 01:33:04
Totness,5.88,-56.32,299.63,82,97,4.98,2020-07-19 01:36:31
Boquira,-12.82,-42.73,290.09,77,0,2.44,2020-07-19 01:36:31
Victor Harbor,-35.57,138.62,285.37,90,20,0.45,2020-07-19 01:36:31
Mercedes,-34.65,-59.43,286.62,99,100,3.1,2020-07-19 01:36:32
Photharam,13.69,99.85,303.1,78,95,1.99,2020-07-19 01:36:32
College,64.86,-147.8,290.73,63,75,4.1,2020-07-19 01:36:32
Laem Sing,12.48,102.07,301.15,81,99,2.33,2020-07-19 01:36:32
Banda Aceh,5.56,95.32,300.91,75,90,1.14,2020-07-19 01:36:32
Atar,20.52,-13.05,306.94,25,0,3.5,2020-07-19 01:36:32
Bom Sucesso,-21.03,-44.76,285.47,93,0,2.55,2020-07-19 01:36:32
Barcelos,41.54,-8.62,292.72,100,90,3.6,2020-07-19 01:36:32
Makkah al Mukarramah,21.43,39.83,301.46,22,33,3.06,2020-07-19 01:35:01
Trincomalee,8.57,81.23,300.89,74,100,3.09,2020-07-19 01:36:33
Necochea,-38.55,-58.74,279.82,97,39,1.05,2020-07-19 01:36:33
Carutapera,-1.2,-46.02,296.29,91,26,2.08,2020-07-19 01:36:33
Asău,46.43,26.4,291.16,88,92,2.1,2020-07-19 01:36:33
Okhotsk,59.38,143.3,288.83,82,100,2.24,2020-07-19 01:36:33
Kichera,55.94,110.1,289.76,48,67,1.76,2020-07-19 01:36:34
Warrington,53.39,-2.58,285.07,87,96,2.6,2020-07-19 01:36:07
Yerazgavors,40.7,43.75,290.15,77,1,1.0,2020-07-19 01:36:34
Mayfield,36.74,-88.64,301.19,83,1,2.6,2020-07-19 01:36:34
Yoichi,43.2,140.77,298.15,73,40,3.1,2020-07-19 01:36:34
Svobodnyy,51.4,128.13,302.97,44,7,5.62,2020-07-19 01:36:34
Puerto Baquerizo Moreno,-0.9,-89.6,293.36,92,64,6.27,2020-07-19 01:35:19
Burns Lake,54.23,-125.75,292.57,46,33,5.21,2020-07-19 01:36:35
Texarkana,33.43,-94.05,303.82,58,1,1.63,2020-07-19 01:32:00
Leer,8.3,30.14,294.71,95,100,1.61,2020-07-19 01:36:35
Mt. Pleasant,32.79,-79.86,301.05,83,75,1.5,2020-07-19 01:34:51
Kroya,-7.63,109.25,300.0,70,41,1.79,2020-07-19 01:36:35
Luanda,-8.84,13.23,293.15,94,75,2.1,2020-07-19 01:33:36
Svetlaya,46.54,138.33,294.56,70,100,3.33,2020-07-19 01:36:36
Vao,-22.67,167.48,294.31,72,1,7.44,2020-07-19 01:36:36
Weligama,5.97,80.42,300.54,81,97,5.21,2020-07-19 01:36:36
Mayo,38.89,-76.51,300.26,58,1,1.69,2020-07-19 01:36:36
Dawei,14.08,98.2,302.12,73,55,0.56,2020-07-19 01:36:36
Rodrigues Alves,-7.74,-72.65,297.97,70,69,0.15,2020-07-19 01:36:36
Kungurtug,50.6,97.52,291.04,43,15,0.71,2020-07-19 01:36:36
Grindavik,63.84,-22.43,281.15,81,75,5.7,2020-07-19 01:36:37
Ledyard Center,41.44,-72.01,296.22,94,1,1.94,2020-07-19 01:36:37
Ixtlahuacán de los Membrillos,20.35,-103.18,293.23,77,90,4.6,2020-07-19 01:36:37
Mossamedes,-15.2,12.15,291.47,77,2,0.98,2020-07-19 01:32:09
Kiunga,-6.12,141.29,298.56,89,100,1.37,2020-07-19 01:36:37
San Quintín,30.48,-115.95,294.51,74,0,7.49,2020-07-19 01:36:37
Chany,55.31,76.76,294.69,76,87,0.44,2020-07-19 01:36:37
Tartous,34.89,35.89,294.12,73,0,1.0,2020-07-19 01:36:38
Pahrump,36.21,-115.98,313.71,7,0,0.89,2020-07-19 01:36:25
Nizhniy Tsasuchey,50.52,115.13,285.19,85,100,6.3,2020-07-19 01:36:38
Forsytheganj,52.63,29.73,285.8,88,0,1.42,2020-07-19 01:36:38
Layou,13.2,-61.27,301.15,78,40,6.7,2020-07-19 01:36:38
Dunedin,-45.87,170.5,283.15,79,0,13.86,2020-07-19 01:35:20
Ponta Delgada,37.73,-25.67,293.15,82,20,4.1,2020-07-19 01:35:42
Lüshunkou,38.8,121.27,294.15,94,90,8.0,2020-07-19 01:36:38
Srednekolymsk,67.45,153.68,293.62,47,0,3.88,2020-07-19 01:36:39
Pine Bluff,34.23,-92.0,302.61,58,1,4.47,2020-07-19 01:34:36
Sayyan,15.17,44.32,291.16,45,100,1.7,2020-07-19 01:36:39
Dombarovskiy,50.76,59.54,300.74,47,32,2.11,2020-07-19 01:36:39
Amahai,-3.33,128.92,299.48,83,81,4.28,2020-07-19 01:36:39
Uromi,6.7,6.33,293.39,100,91,1.91,2020-07-19 01:36:39
Ankazobe,-18.32,47.12,283.15,81,75,5.7,2020-07-19 01:36:39
Almaznyy,48.04,40.05,290.15,82,0,4.0,2020-07-19 01:36:39
Opuwo,-18.06,13.84,283.64,44,0,5.63,2020-07-19 01:36:40
Xinzhou,38.41,112.73,296.89,41,65,2.62,2020-07-19 01:36:40
Khovd,48.01,91.64,294.51,42,93,1.27,2020-07-19 01:36:40
Miles City,46.41,-105.84,299.15,31,1,4.6,2020-07-19 01:36:40
Campestre,-21.71,-46.25,286.04,86,0,2.05,2020-07-19 01:36:40
Sechelt,49.47,-123.77,297.9,62,0,1.79,2020-07-19 01:33:44
Shelburne,44.08,-80.2,299.15,57,1,3.1,2020-07-19 01:36:40
Lebu,-37.62,-73.65,285.03,87,100,6.45,2020-07-19 01:36:41
St. George's,12.06,-61.75,301.15,78,20,5.1,2020-07-19 01:36:41
Dhidhdhoo,6.88,73.1,301.82,74,99,10.45,2020-07-19 01:34:06
Uruçuí,-7.23,-44.56,299.07,46,10,3.53,2020-07-19 01:36:41
Yerofey Pavlovich,53.97,121.97,292.97,89,98,4.13,2020-07-19 01:36:41
Talnakh,69.49,88.4,285.15,81,69,2.0,2020-07-19 01:36:41
Tilichiki,60.47,166.1,285.13,86,94,1.85,2020-07-19 01:36:41
Port Elizabeth,-33.92,25.57,287.15,82,0,4.6,2020-07-19 01:36:41
Vilcún,-38.65,-72.23,282.87,100,75,2.1,2020-07-19 01:36:41
Wanaka,-44.7,169.15,277.04,85,0,0.45,2020-07-19 01:36:42
Makakilo City,21.35,-158.09,304.65,49,1,3.6,2020-07-19 01:35:55
Chul'man,56.85,124.91,293.7,84,100,3.81,2020-07-19 01:36:42
Copiapó,-27.37,-70.33,283.15,87,79,3.6,2020-07-19 01:36:42
Fukuechō,32.69,128.84,299.15,100,75,4.6,2020-07-19 01:36:42
Banepā,27.63,85.52,293.15,100,75,0.23,2020-07-19 01:36:43
Waddān,29.16,16.14,298.04,52,0,4.51,2020-07-19 01:36:43
Nexø,55.06,15.13,290.15,82,4,3.09,2020-07-19 01:36:43
Wickede,51.48,7.87,290.83,68,79,3.1,2020-07-19 01:36:43
Ayan,56.45,138.17,286.11,96,99,2.36,2020-07-19 01:36:43
Paamiut,61.99,-49.67,281.62,84,99,4.44,2020-07-19 01:36:44
Casper,42.87,-106.31,302.11,19,1,2.1,2020-07-19 01:34:15
Lagoa,39.05,-27.98,293.31,79,0,5.08,2020-07-19 01:36:45
Vanimo,-2.67,141.3,301.19,77,68,2.96,2020-07-19 01:36:45
Sudogda,55.95,40.86,285.1,97,100,1.87,2020-07-19 01:36:45
Bushehr,28.97,50.84,306.15,55,20,2.1,2020-07-19 01:36:45
Te Anau,-45.42,167.72,283.04,57,0,0.28,2020-07-19 01:36:45
Øksfjord,70.24,22.35,283.46,93,100,4.6,2020-07-19 01:36:46
Broadstairs,51.36,1.44,289.6,81,95,0.89,2020-07-19 01:36:46
Ngunguru,-35.62,174.5,288.15,3,100,4.47,2020-07-19 01:36:46
Pedernales,18.04,-71.74,300.41,64,100,2.08,2020-07-19 01:36:46
Berbera,10.44,45.01,304.67,37,77,17.21,2020-07-19 01:36:46
Ankara,39.92,32.85,295.29,53,10,1.0,2020-07-19 01:33:45
Mabaruma,8.2,-59.78,297.08,94,68,1.32,2020-07-19 01:36:46
Kaifeng,34.79,114.35,297.15,88,90,3.0,2020-07-19 01:36:47
Tezu,27.92,96.17,297.57,87,100,0.91,2020-07-19 01:36:47
Walvis Bay,-22.96,14.51,291.02,20,0,4.1,2020-07-19 01:36:47
Verkhnevilyuysk,63.45,120.32,293.78,50,83,2.71,2020-07-19 01:36:47
Kieta,-6.22,155.63,302.43,65,36,2.13,2020-07-19 01:36:47
Kamaishi,39.27,141.88,299.15,78,75,1.5,2020-07-19 01:36:47
Kumul,42.8,93.45,305.96,11,99,3.09,2020-07-19 01:36:48
Cacimba de Dentro,-6.64,-35.79,291.45,93,19,5.43,2020-07-19 01:36:48
Poronaysk,49.22,143.12,290.66,90,100,2.77,2020-07-19 01:36:48
Kudahuvadhoo,2.67,72.89,300.72,81,100,10.1,2020-07-19 01:36:48
Hailar,49.2,119.7,291.41,64,39,6.68,2020-07-19 01:36:48
Dingle,11.0,122.67,302.5,69,100,2.26,2020-07-19 01:36:48
Paraná,-31.73,-60.52,295.17,62,7,1.79,2020-07-19 01:33:51
Calderitas,18.55,-88.25,300.52,75,0,4.01,2020-07-19 01:36:48
Burē,10.7,37.07,286.65,97,100,0.36,2020-07-19 01:36:49
Chāmpua,22.08,85.67,301.15,75,100,2.88,2020-07-19 01:36:49
Upata,8.01,-62.4,298.71,93,96,1.79,2020-07-19 01:36:49
Moose Factory,51.26,-80.61,297.15,69,40,3.1,2020-07-19 01:36:49
Spornoye,50.84,37.29,287.15,87,0,3.0,2020-07-19 01:36:49
Sisimiut,66.94,-53.67,285.6,60,90,1.66,2020-07-19 01:36:49
Saldanha,-33.01,17.94,282.15,87,0,1.0,2020-07-19 01:36:49
Jacareacanga,-6.22,-57.75,298.1,66,25,0.69,2020-07-19 01:36:50
Cidreira,-30.18,-50.21,291.42,88,34,3.85,2020-07-19 01:36:50
Keuruu,62.27,24.7,286.5,93,45,2.1,2020-07-19 01:36:50
Zabul Province,32.25,67.25,296.39,26,0,2.94,2020-07-19 01:36:50
Sanjwal,33.76,72.43,302.08,94,1,2.1,2020-07-19 01:36:50
Emerald,-23.53,148.17,292.58,52,25,1.85,2020-07-19 01:36:50
Fortuna,40.6,-124.16,291.09,72,1,5.7,2020-07-19 01:36:51
Padong,18.05,120.76,303.15,74,20,1.5,2020-07-19 01:36:51
Big Spring,32.25,-101.48,306.79,28,1,7.7,2020-07-19 01:33:03
Methala,10.22,76.22,298.15,94,75,0.66,2020-07-19 01:36:51
Pitimbu,-7.47,-34.81,295.15,94,0,2.6,2020-07-19 01:36:43
Davila,18.47,120.58,303.15,74,20,1.5,2020-07-19 01:36:51
Loviisa,60.46,26.23,284.82,95,91,1.88,2020-07-19 01:36:51
Itapirapuã,-15.82,-50.61,293.64,47,0,2.56,2020-07-19 01:36:51
Thompson,55.74,-97.86,294.15,49,75,2.1,2020-07-19 01:36:52
Isangel,-19.55,169.27,298.15,57,20,4.6,2020-07-19 01:36:52
Strezhevoy,60.73,77.59,293.15,82,100,3.0,2020-07-19 01:36:52
São Gabriel da Cachoeira,-0.13,-67.09,295.92,96,7,0.12,2020-07-19 01:36:52
Lavrentiya,65.58,-171.0,283.56,67,88,2.9,2020-07-19 01:36:52
Talcahuano,-36.72,-73.12,286.15,93,90,5.7,2020-07-19 01:36:52
Ancud,-41.87,-73.82,282.86,100,75,4.6,2020-07-19 01:36:52
Khani,41.96,42.96,296.15,94,75,1.0,2020-07-19 01:36:53
Ugoofaaru,5.67,73.0,301.7,73,100,9.03,2020-07-19 01:36:53
Nicoya,10.15,-85.45,302.15,66,40,4.1,2020-07-19 01:36:53
Samarai,-10.62,150.67,298.2,85,100,7.27,2020-07-19 01:36:53
Flin Flon,54.77,-101.86,287.37,88,100,2.16,2020-07-19 01:36:53
Manzhouli,49.6,117.43,287.44,89,100,5.58,2020-07-19 01:36:53
Darnah,32.77,22.64,296.87,79,0,6.14,2020-07-19 01:36:54
Apiaí,-24.51,-48.84,286.02,100,0,0.56,2020-07-19 01:36:54
Mareeba,-17.0,145.43,295.45,53,22,3.6,2020-07-19 01:36:54
Turukhansk,65.82,87.98,286.59,61,0,1.18,2020-07-19 01:36:54
Iringa,-7.77,35.7,288.15,62,5,7.2,2020-07-19 01:36:54
Manyana,-23.4,21.72,280.09,53,0,3.44,2020-07-19 01:36:54
Daru,-9.08,143.21,299.1,79,72,6.45,2020-07-19 01:36:54
Waipawa,-41.41,175.52,286.69,67,100,3.1,2020-07-19 01:36:54
Swellendam,-34.02,20.44,285.15,93,1,1.0,2020-07-19 01:36:55
Mangaratiba,-22.96,-44.04,293.15,82,0,2.6,2020-07-19 01:36:55
Kununurra,-15.77,128.73,300.15,15,40,1.5,2020-07-19 01:36:55
Sinnamary,5.38,-52.95,298.73,84,100,3.74,2020-07-19 01:36:55
Bandarbeyla,9.49,50.81,299.23,64,82,14.43,2020-07-19 01:36:55
Uinskoye,56.88,56.58,291.92,95,100,2.68,2020-07-19 01:36:55
Portree,57.41,-6.19,283.15,89,54,0.89,2020-07-19 01:36:55
Ambulu,-8.35,113.61,300.76,69,1,1.56,2020-07-19 01:36:55
Kinkala,-4.36,14.76,293.15,94,0,1.5,2020-07-19 01:36:55
Kasane,-17.82,25.15,280.36,64,0,1.82,2020-07-19 01:36:56
Richards Bay,-28.78,32.04,286.56,41,0,2.07,2020-07-19 01:36:56
Nuuk,64.18,-51.72,284.15,87,100,2.6,2020-07-19 01:36:56
Ryōtsu-minato,38.08,138.43,299.15,78,0,2.6,2020-07-19 01:36:56
Valparaíso,-33.04,-71.63,285.15,93,90,2.6,2020-07-19 01:34:55
Rauma,61.13,21.51,287.15,93,15,2.1,2020-07-19 01:36:56
Orlovskiy,46.87,42.06,290.74,79,0,3.61,2020-07-19 01:36:56
Vaitape,-16.52,-151.75,297.6,81,71,9.92,2020-07-19 01:36:57
Bay City,43.59,-83.89,302.09,69,1,5.1,2020-07-19 01:36:57
Edéa,3.8,10.13,297.15,100,75,1.5,2020-07-19 01:36:57
Balkanabat,39.51,54.37,303.7,25,0,0.58,2020-07-19 01:36:57
Kakanj,44.13,18.12,284.98,100,75,1.0,2020-07-19 01:36:57
Laurel,39.1,-76.85,300.82,54,1,1.83,2020-07-19 01:36:57
Arlit,18.74,7.39,304.17,39,35,4.6,2020-07-19 01:36:57
Guelph,43.55,-80.25,299.19,74,1,3.6,2020-07-19 01:34:20
Kamsack,51.57,-101.9,291.15,82,90,6.2,2020-07-19 01:36:58
Nabire,-3.37,135.48,302.91,60,42,1.42,2020-07-19 01:36:58
Napāsar,27.97,73.55,306.68,52,53,8.49,2020-07-19 01:36:58
Port Hedland,-20.32,118.57,291.15,82,71,2.6,2020-07-19 01:35:03
Ipanema,-30.14,-51.22,292.37,100,0,1.5,2020-07-19 01:36:58
San Policarpo,12.18,125.51,302.13,67,100,3.38,2020-07-19 01:36:58
Vila,42.03,-8.16,290.93,73,0,1.03,2020-07-19 01:36:58
Princeton,25.54,-80.41,301.23,78,90,2.1,2020-07-19 01:36:59
Ballina,-28.87,153.57,292.15,68,0,3.1,2020-07-19 01:36:59
Coffs Harbour,-30.3,153.13,291.51,72,0,3.6,2020-07-19 01:36:59
Cherskiy,68.75,161.3,294.16,50,0,3.21,2020-07-19 01:36:59
Chapais,49.78,-74.85,294.15,73,75,1.0,2020-07-19 01:36:59
Muros,42.78,-9.06,292.59,74,0,1.41,2020-07-19 01:36:59
Samarkand,39.65,66.96,299.15,39,0,4.1,2020-07-19 01:36:59
Petropavl,54.88,69.16,297.42,79,99,1.01,2020-07-19 01:36:59
Antofagasta,-23.65,-70.4,286.15,76,90,4.1,2020-07-19 01:36:59
Bonnyville,54.27,-110.73,290.15,82,75,4.1,2020-07-19 01:35:56
Praia da Vitória,38.73,-27.07,294.15,77,75,4.01,2020-07-19 01:37:00
Yacopí,5.46,-74.34,290.63,95,54,1.52,2020-07-19 01:37:00
Baní,18.28,-70.33,300.93,78,76,1.79,2020-07-19 01:36:51
Beira,-19.84,34.84,293.93,83,20,4.1,2020-07-19 01:37:00
Muncar,-8.43,114.33,299.26,80,65,2.18,2020-07-19 01:37:00
Fasa,28.94,53.65,299.15,36,2,2.1,2020-07-19 01:37:00
Pangnirtung,66.15,-65.71,285.29,65,21,0.16,2020-07-19 01:37:00
Gallup,35.53,-108.74,304.15,16,1,5.1,2020-07-19 01:32:55
Pingzhuang,42.04,119.29,299.63,31,42,5.5,2020-07-19 01:37:00
Primorsko-Akhtarsk,46.05,38.17,293.11,79,0,5.27,2020-07-19 01:37:01
Shar,49.59,81.05,293.48,65,100,4.04,2020-07-19 01:37:01
Coahuayana Viejo,18.73,-103.68,299.61,81,100,0.87,2020-07-19 01:37:01
Aykhal,66.0,111.5,287.15,82,75,3.0,2020-07-19 01:37:01
Kirakira,-10.45,161.92,301.71,75,100,2.63,2020-07-19 01:37:01
Laje,-10.18,-40.97,292.44,79,90,6.92,2020-07-19 01:37:01
Manono,-7.3,27.42,290.44,55,4,3.02,2020-07-19 01:37:01
Aksarka,66.56,67.8,284.04,90,90,4.97,2020-07-19 01:37:02
Krasnosel'kup,65.7,82.47,288.43,56,30,2.84,2020-07-19 01:37:02
Gold Coast,-28.0,153.43,295.74,57,0,1.79,2020-07-19 01:37:02
Korla,41.76,86.15,300.93,82,100,0.45,2020-07-19 01:37:02
Les Cayes,18.2,-73.75,299.66,78,37,1.59,2020-07-19 01:37:02
Esperance,-33.87,121.9,284.15,100,90,3.6,2020-07-19 01:37:03
Hofn,64.25,-15.21,283.72,66,5,3.27,2020-07-19 01:37:03
Ojinaga,29.57,-104.42,308.15,28,1,4.1,2020-07-19 01:37:03
Honningsvåg,70.98,25.97,284.79,73,50,4.08,2020-07-19 01:37:03
Matamoros,25.53,-103.25,303.04,35,75,7.2,2020-07-19 01:32:31
Iquique,-20.22,-70.14,289.15,67,90,3.6,2020-07-19 01:37:03
Luanda,-8.84,13.23,293.15,94,75,2.1,2020-07-19 01:36:18
Koumac,-20.57,164.28,295.78,53,0,4.47,2020-07-19 01:37:03
Zyryanka,65.75,150.85,294.24,38,8,3.96,2020-07-19 01:37:04
Indianola,41.36,-93.56,303.82,66,75,4.1,2020-07-19 01:37:04
Riyadh,24.69,46.72,303.15,25,0,0.96,2020-07-19 01:37:04
Aykino,62.22,49.99,288.46,79,0,1.99,2020-07-19 01:37:04
Laas,46.62,10.7,284.15,81,5,2.1,2020-07-19 01:37:04
Mount Gambier,-37.83,140.77,283.15,100,75,7.2,2020-07-19 01:37:04
Berasia,23.63,77.43,299.15,94,20,3.1,2020-07-19 01:37:04
Balabac,7.99,117.06,303.02,68,73,3.46,2020-07-19 01:37:04
Hambantota,6.12,81.12,296.15,100,40,1.0,2020-07-19 01:37:05
Holland,42.79,-86.11,300.65,70,1,7.2,2020-07-19 01:25:38
Key West,24.56,-81.78,301.77,74,20,4.1,2020-07-19 01:36:53
La Santisima Trinidad,-14.83,-64.9,297.09,61,0,1.14,2020-07-19 01:37:05
Inhambane,-23.86,35.38,290.65,76,20,1.55,2020-07-19 01:37:05
Sitka,57.05,-135.33,287.15,93,90,4.1,2020-07-19 01:33:03
Montluçon,46.33,2.6,286.61,89,0,1.27,2020-07-19 01:37:05
Colares,38.8,-9.45,291.22,94,0,3.17,2020-07-19 01:37:05
Nishihara,26.18,127.76,303.15,84,20,6.7,2020-07-19 01:37:05
Gimli,50.63,-96.99,291.48,86,100,0.89,2020-07-19 01:37:06
Colomi,-17.35,-65.87,291.15,77,55,4.1,2020-07-19 01:37:06
Nelson Bay,-32.72,152.15,288.65,76,0,4.1,2020-07-19 01:37:06
Yulara,-25.24,130.99,286.15,47,100,4.1,2020-07-19 01:37:06
Vangaindrano,-23.35,47.6,291.08,84,53,2.27,2020-07-19 01:37:06
Jonesboro,35.84,-90.7,303.81,52,1,4.1,2020-07-19 01:33:40
Vila Franca do Campo,37.72,-25.43,293.15,82,20,4.1,2020-07-19 01:37:06
Liaocheng,36.44,115.96,300.56,56,96,5.6,2020-07-19 01:37:07
Tuy Hoa,13.08,109.3,303.72,62,100,2.72,2020-07-19 01:34:37
