,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,Alexandria,31.22,29.96,80.6,74,40,11.41,EG,1594404788
275,Nísia Floresta,-6.09,-35.21,84.2,66,40,17.22,BR,1594404895
276,Evensk,61.95,159.23,52.54,97,100,4.74,RU,1594404895
277,Henties Bay,-22.12,14.28,60.01,87,4,1.9,NA,1594404895
278,Kapit,2.02,112.93,73.71,95,100,1.05,MY,1594404896
279,Tambopata,-12.73,-69.18,73.4,78,75,3.36,PE,1594404896
280,Kaka,37.35,59.61,90.55,22,1,7.47,TM,1594404896
281,Laguna,38.42,-121.42,87.01,28,5,3.89,US,1594404896
282,Arawa,-6.21,155.54,77.22,79,100,3.78,PG,1594404896
283,Ende,-8.84,121.66,73.72,78,41,0.78,ID,1594404896
284,Chai Badan,15.2,101.13,82.99,76,100,6.44,TH,1594404897
285,Sioux Lookout,50.1,-91.92,69.8,68,75,8.05,CA,1594404733
286,Kalmunai,7.42,81.82,82.71,80,99,3.94,LK,1594404897
287,Touros,-5.2,-35.46,82.4,74,40,12.75,BR,1594404897
288,Xingtai,37.06,114.49,74.12,83,100,7.49,CN,1594404897
289,Bathsheba,13.22,-59.52,87.8,62,20,23.04,BB,1594404897
290,Tizimín,21.15,-88.15,90.36,63,63,7.25,MX,1594404897
291,Karratha,-20.74,116.85,66.72,30,0,13.96,AU,1594404897
292,Houma,29.6,-90.72,95.0,66,75,5.82,US,1594404600
293,Terney,45.05,136.61,58.8,86,96,7.11,RU,1594404830
294,Kavieng,-2.57,150.8,82.09,79,65,11.45,PG,1594404898
295,Saint Boswells,55.57,-2.64,59.0,11,22,7.0,GB,1594404898
296,Atlantic City,39.36,-74.42,75.2,88,90,20.8,US,1594404898
297,Bonavista,48.65,-53.11,55.0,86,100,3.0,CA,1594404898
298,Tocopilla,-22.09,-70.2,65.8,47,5,3.27,CL,1594404898
299,Hobyo,5.35,48.53,78.48,79,80,26.87,SO,1594404899
300,Pandan,14.05,124.17,80.87,84,98,5.48,PH,1594404899
301,Khed,17.72,73.38,78.76,86,100,3.31,IN,1594404899
302,Kapoeta,4.77,33.59,81.64,47,50,7.74,SS,1594404899
303,Tessalit,20.2,1.01,91.45,29,96,13.53,ML,1594404899
304,Didi Lilo,41.74,44.96,71.6,78,40,4.7,GE,1594404899
305,Santa Rita,-7.11,-34.98,82.4,74,40,13.87,BR,1594404624
306,Smoky Lake,54.12,-112.47,65.75,65,88,7.09,CA,1594404899
307,Petropavlovsk-Kamchatskiy,53.05,158.65,53.6,100,90,2.24,RU,1594404899
308,Warri,5.52,5.75,73.22,95,100,7.54,NG,1594404900
309,Bilma,18.69,12.92,98.76,17,91,10.71,NE,1594404900
310,Malinyi,-8.93,36.13,72.82,75,63,3.87,TZ,1594404900
311,Egvekinot,66.32,-179.17,50.16,89,74,1.23,RU,1594404900
312,Port Keats,-14.25,129.55,71.06,63,84,6.33,AU,1594404901
313,Sibolga,1.74,98.78,77.34,77,75,3.65,ID,1594404901
314,São José da Coroa Grande,-8.9,-35.15,79.74,75,0,11.72,BR,1594404901
315,Saint Simons,31.14,-81.39,93.2,56,20,8.05,US,1594404901
316,Fengrun,39.83,118.12,70.23,69,65,4.61,CN,1594404901
317,Santa Lucía,27.91,-15.54,78.8,57,20,29.97,ES,1594404901
318,Maniitsoq,65.42,-52.9,40.46,89,69,3.71,GL,1594404902
319,Longyearbyen,78.22,15.64,48.2,76,75,6.93,SJ,1594404902
320,Hegang,47.4,130.37,56.66,97,0,2.46,CN,1594404902
321,Hirara,24.8,125.28,84.24,83,11,10.89,JP,1594404864
322,Mosquera,4.71,-74.23,64.4,52,75,11.41,CO,1594404902
323,Azare,11.68,10.19,87.21,51,68,5.01,NG,1594404902
324,Bontang,0.13,117.5,79.3,81,94,2.91,ID,1594404902
325,Nanortalik,60.14,-45.24,47.46,86,77,9.86,GL,1594404902
326,Vanavara,60.34,102.28,55.71,85,97,8.55,RU,1594404903
327,Aksu,41.12,80.26,76.39,36,55,11.5,CN,1594404903
328,Comodoro Rivadavia,-45.87,-67.5,42.8,52,20,14.99,AR,1594404792
329,Darhan,49.49,105.92,58.77,82,97,2.21,MN,1594404903
330,San Jose,37.34,-121.89,81.0,44,40,6.93,US,1594404901
331,Torrijos,39.98,-4.28,91.4,21,1,5.82,ES,1594404903
332,Monrovia,6.3,-10.8,78.8,78,75,10.29,LR,1594404711
333,Sindor,62.86,51.89,61.12,89,81,4.68,RU,1594404904
334,Saint-Philippe,-21.36,55.77,69.8,64,43,14.99,RE,1594404904
335,Ust-Tsilma,65.44,52.15,64.89,79,83,6.4,RU,1594404904
336,Karlstad,59.38,13.5,68.0,63,85,3.36,SE,1594404904
337,Borisoglebskiy,57.26,39.15,62.6,63,10,6.71,RU,1594404904
338,Bubaque,11.28,-15.83,82.02,79,99,16.87,GW,1594404905
339,Boyolangu,-8.12,111.89,73.54,91,86,4.43,ID,1594404905
340,Rey Bouba,8.67,14.18,76.46,81,45,2.35,CM,1594404905
341,Merauke,-8.47,140.33,77.59,86,42,15.26,ID,1594404905
342,Tuatapere,-46.13,167.68,45.97,81,92,6.58,NZ,1594404905
343,Luena,-11.78,19.92,65.59,34,18,2.84,AO,1594404905
344,Vozhega,60.47,40.22,56.64,85,55,5.48,RU,1594404905
345,Djibo,14.1,-1.63,98.83,26,100,6.55,BF,1594404906
346,Trairi,-3.28,-39.27,82.87,70,28,13.15,BR,1594404906
347,Rio Grande,-32.03,-52.1,64.4,55,0,13.87,BR,1594404854
348,Banjar,-8.19,114.97,78.8,100,40,10.29,ID,1594404906
349,Departamento de Maldonado,-34.67,-54.92,57.99,71,100,20.8,UY,1594404614
350,Antsohihy,-14.88,47.99,73.15,59,44,9.98,MG,1594404906
351,Broome,42.25,-75.83,82.0,60,80,3.0,US,1594404792
352,Bucerías,20.75,-105.33,89.01,70,20,9.17,MX,1594404907
353,Zaysan,47.47,84.87,68.13,46,5,6.67,KZ,1594404907
354,Liyang,29.71,118.29,74.62,93,100,0.69,CN,1594404907
355,Chegdomyn,51.12,133.02,57.43,86,77,1.95,RU,1594404907
356,Bambanglipuro,-7.95,110.28,75.0,89,92,5.19,ID,1594404908
357,Orneta,54.11,20.13,67.37,87,98,11.74,PL,1594404908
358,Guerrero Negro,27.98,-114.06,84.54,30,47,9.24,MX,1594404908
359,Lahat,-3.8,103.53,71.78,91,75,2.98,ID,1594404908
360,Evanston,42.04,-87.69,84.99,54,40,14.99,US,1594404908
361,Sørkjosen,69.8,20.93,50.0,81,75,3.36,NO,1594404908
362,Lorengau,-2.02,147.27,81.88,79,89,10.54,PG,1594404908
363,Hamilton,39.18,-84.53,88.0,62,40,18.34,US,1594404726
364,Vuktyl,63.86,57.31,67.1,88,64,12.41,RU,1594404674
365,Hamza,40.43,71.5,78.8,27,82,9.17,UZ,1594404909
366,Caucaia,-3.74,-38.65,84.2,66,20,18.34,BR,1594404909
367,Benidorm,38.54,-0.13,84.0,63,0,9.04,ES,1594404909
368,Santa Maria,-29.68,-53.81,64.4,63,0,4.7,BR,1594404909
369,Lozova,48.89,36.32,65.07,62,39,5.35,UA,1594404909
370,Strai,58.2,7.9,59.0,62,75,5.82,NO,1594404909
371,Mossamedes,-15.2,12.15,66.54,60,1,12.73,AO,1594404910
372,Agadez,19.75,10.25,96.19,11,1,4.88,NE,1594404786
373,Asău,46.43,26.4,70.0,79,5,1.43,RO,1594404910
374,Anadyr,64.75,177.48,51.8,93,40,10.0,RU,1594404910
375,Rio Negrinho,-26.25,-49.52,62.01,69,0,1.01,BR,1594404910
376,Ostrovnoy,68.05,39.51,59.45,63,0,12.15,RU,1594404910
377,Yulara,-25.24,130.99,42.8,69,16,4.7,AU,1594404709
378,Ust'-Kut,56.79,105.77,58.59,67,56,2.39,RU,1594404911
379,Kozhva,65.11,57.05,72.37,76,46,6.69,RU,1594404911
380,Arman',59.7,150.17,48.9,94,74,1.59,RU,1594404911
381,Pemangkat,1.17,108.97,75.07,90,90,6.58,ID,1594404911
382,Whitehorse,60.72,-135.05,57.0,62,75,11.41,CA,1594404683
383,Bandiagara,14.35,-3.61,95.92,32,93,8.81,ML,1594404911
384,Birin,26.89,88.07,78.8,94,90,3.36,NP,1594404911
385,Menongue,-14.66,17.69,64.72,28,33,3.85,AO,1594404669
386,Dunedin,-45.87,170.5,45.0,68,92,6.53,NZ,1594404692
387,San Fernando del Valle de Catamarca,-28.47,-65.79,68.0,43,68,5.01,AR,1594404912
388,Pangnirtung,66.15,-65.71,48.2,76,75,18.34,CA,1594404912
389,Kualakapuas,-3.01,114.39,77.0,100,90,2.24,ID,1594404912
390,Pampa,35.54,-100.96,98.6,25,1,23.04,US,1594404912
391,Richards Bay,-28.78,32.04,76.26,42,0,13.87,ZA,1594404908
392,Mâncio Lima,-7.61,-72.9,73.4,94,90,5.82,BR,1594404912
393,Gijang,35.24,129.21,73.4,88,75,3.36,KR,1594404913
394,Svetlaya,46.54,138.33,55.2,88,8,9.04,RU,1594404913
395,Linjiang,41.81,126.91,64.15,88,100,1.9,CN,1594404913
396,Ko Samui,9.54,99.94,83.79,76,100,14.85,TH,1594404913
397,Aksarayskiy,46.79,48.01,84.2,42,99,6.71,RU,1594404913
398,Calama,-22.47,-68.93,69.8,2,0,10.29,CL,1594404914
399,Cururupu,-1.83,-44.87,84.4,65,40,8.1,BR,1594404914
400,Mainpuri,27.23,79.02,88.34,63,100,12.77,IN,1594404914
401,Bilibino,68.05,166.44,61.74,65,97,3.04,RU,1594404914
402,Saint-François,46.42,3.91,73.4,46,25,12.75,FR,1594404915
403,Caucayá,-0.19,-74.78,75.38,94,96,4.14,CO,1594404915
404,Wewak,-3.55,143.63,79.27,82,90,10.13,PG,1594404915
405,Alcañiz,41.05,-0.13,78.01,68,18,1.99,ES,1594404915
406,Pio IX,-6.84,-40.58,85.03,44,95,10.33,BR,1594404915
407,Peniche,39.36,-9.38,75.99,76,0,14.0,PT,1594404915
408,Concordia,-31.39,-58.02,62.6,63,75,6.93,AR,1594404915
409,Moctezuma,29.8,-109.67,90.05,45,48,4.88,MX,1594404916
410,Kulhudhuffushi,6.62,73.07,83.79,76,100,8.16,MV,1594404916
411,Isla Aguada,18.78,-91.47,87.8,66,75,8.05,MX,1594404916
412,Câmara de Lobos,32.63,-16.97,73.4,78,20,17.22,PT,1594404916
413,Tahoua,14.89,5.27,87.8,52,20,13.87,NE,1594404916
414,Bayan,46.08,127.4,64.09,81,91,11.68,CN,1594404917
415,Culaman,5.96,125.66,80.2,73,97,5.23,PH,1594404917
416,Agia Marina,37.75,23.53,81.0,33,0,5.99,GR,1594404917
417,Upington,-28.45,21.26,51.8,81,40,19.46,ZA,1594404917
418,Nguruka,-5.11,31.04,72.55,58,72,5.59,TZ,1594404917
419,Mergen,49.18,125.22,63.3,80,0,2.24,CN,1594404917
420,Camabatela,-8.19,15.38,69.78,49,91,6.29,AO,1594404917
421,Kula,38.55,28.65,75.0,33,0,1.99,TR,1594404918
422,Duvan,55.7,57.9,71.73,83,1,4.81,RU,1594404918
423,Aklavik,68.22,-135.01,44.6,87,90,12.75,CA,1594404883
424,Leninskoye,47.94,132.62,58.5,93,0,3.38,RU,1594404918
425,Wana,32.3,69.57,86.52,33,5,5.5,PK,1594404918
426,Roald,62.58,6.13,53.6,76,40,14.99,NO,1594404919
427,Copiapó,-27.37,-70.33,59.0,67,40,13.87,CL,1594404919
428,Rakiv Lis,51.62,24.92,72.46,83,46,8.01,UA,1594404919
429,Mount Gambier,-37.83,140.77,48.2,100,90,8.05,AU,1594404919
430,Marystown,47.17,-55.15,57.65,85,75,5.06,CA,1594404919
431,Xudat,41.63,48.68,77.67,61,98,9.08,AZ,1594404919
432,Samarai,-10.62,150.67,77.95,88,98,15.32,PG,1594404920
433,Philadelphia,39.95,-75.16,75.0,94,90,21.92,US,1594404895
434,Geraldton,-28.77,114.6,53.6,54,0,20.8,AU,1594404799
435,San Juan,-31.54,-68.54,69.6,21,100,4.05,AR,1594404659
436,Srednekolymsk,67.45,153.68,58.14,77,82,10.69,RU,1594404920
437,Cherskiy,68.75,161.3,50.92,86,8,8.86,RU,1594404672
438,Champerico,14.3,-91.92,75.2,100,75,4.7,GT,1594404920
439,Pacatuba,-3.98,-38.62,84.2,66,20,18.34,BR,1594404920
440,Sobolevo,54.43,31.9,63.79,85,82,12.77,RU,1594404921
441,Taoudenni,22.68,-3.98,111.6,8,32,12.53,ML,1594404921
442,Zhangjiakou,40.81,114.88,64.67,87,63,4.65,CN,1594404921
443,São Miguel do Araguaia,-13.28,-50.16,91.6,25,0,7.07,BR,1594404921
444,Wenshang,35.73,116.5,76.19,65,86,4.23,CN,1594404921
445,Hammerfest,70.66,23.68,46.4,87,75,19.46,NO,1594404921
446,Manono,-7.3,27.42,78.85,42,58,5.41,CD,1594404921
447,Tananger,58.93,5.6,57.2,67,20,19.46,NO,1594404922
448,Bogotol,56.21,89.53,50.25,96,28,10.42,RU,1594404922
449,Veseloyarsk,51.28,81.11,62.15,94,100,8.32,RU,1594404922
450,Bonfim,3.08,-59.95,84.99,63,98,1.41,BR,1594404922
451,Neiafu,-18.65,-173.98,77.0,83,75,9.17,TO,1594404922
452,Nago,26.59,127.98,82.4,88,40,5.82,JP,1594404922
453,Turukhansk,65.82,87.98,52.52,88,100,5.44,RU,1594404922
454,Piove di Sacco,45.3,12.04,87.01,65,14,5.82,IT,1594404923
455,La Palma,33.85,-118.05,84.0,51,1,6.53,US,1594404923
456,Necochea,-38.55,-58.74,48.0,90,100,14.0,AR,1594404923
457,Skjervøy,70.03,20.97,50.0,81,75,3.36,NO,1594404923
458,Ca Mau,9.18,105.15,77.88,91,100,3.44,VN,1594404923
459,Zapolyarnyy,69.42,30.81,50.0,87,75,5.82,RU,1594404923
460,Port Augusta,-32.5,137.77,44.6,100,75,9.17,AU,1594404923
461,Laurel,39.1,-76.85,86.0,69,40,6.93,US,1594404634
462,Viranşehir,37.24,39.76,89.6,20,69,1.52,TR,1594404924
463,Ondangwa,-17.92,15.95,77.0,12,13,6.93,NA,1594404924
464,Bonthe,7.53,-12.51,76.06,87,100,15.46,SL,1594404924
465,Illapel,-31.63,-71.17,66.79,34,63,5.95,CL,1594404924
466,Bassar,9.25,0.78,75.2,88,75,11.41,TG,1594404924
467,Kitimat,54.05,-128.65,55.4,87,90,12.75,CA,1594404924
468,Nome,64.5,-165.41,62.01,55,1,5.82,US,1594404663
469,Rocha,-34.48,-54.33,56.89,65,100,14.88,UY,1594404856
470,Clyde River,70.47,-68.59,62.6,42,75,12.75,CA,1594404856
471,Gimli,50.63,-96.99,77.0,90,9,5.01,CA,1594404849
472,Coquimbo,-29.95,-71.34,59.0,72,54,11.41,CL,1594404925
473,Yarkovo,57.4,67.08,67.51,65,0,3.76,RU,1594404926
474,Macas,-2.32,-78.12,67.77,80,98,1.48,EC,1594404926
475,Saint-Joseph,-21.37,55.62,69.8,64,17,14.99,RE,1594404926
476,Vilyuysk,63.76,121.62,61.83,79,100,7.54,RU,1594404926
477,Medina,24.47,39.61,98.6,9,9,12.75,SA,1594404926
478,Manche,49.0,-1.17,64.4,52,63,11.41,FR,1594404926
479,Norden,53.6,7.2,59.0,58,20,13.87,DE,1594404927
480,Neryungri,56.67,124.65,61.65,86,75,4.9,RU,1594404927
481,Dromolaxia,34.88,33.59,82.4,78,0,11.41,CY,1594404927
482,Chui,-33.7,-53.46,56.44,71,90,10.22,UY,1594404927
483,Albanel,48.88,-72.45,87.8,58,75,5.82,CA,1594404927
484,Cidreira,-30.18,-50.21,60.94,71,0,15.23,BR,1594404927
485,Kaseda-shirakame,31.42,130.32,80.6,83,75,17.22,JP,1594404927
486,Neuquén,-38.95,-68.06,51.8,34,0,29.97,AR,1594404804
487,Huilong,31.81,121.66,78.01,99,95,1.01,CN,1594404928
488,Soe,-9.86,124.28,62.6,100,32,4.81,ID,1594404928
489,Ous,60.91,61.52,75.81,68,78,5.97,RU,1594404928
490,Kota Tinggi,1.74,103.9,78.8,94,20,2.3,MY,1594404928
491,Camacha,33.08,-16.33,71.6,78,75,16.11,PT,1594404928
492,Nouadhibou,20.93,-17.03,73.4,73,0,21.92,MR,1594404928
493,Tawang Town,27.58,91.87,58.93,81,100,1.97,IN,1594404928
494,Algeciras,36.13,-5.45,77.0,69,5,10.29,ES,1594404755
495,San Cristobal,7.77,-72.22,91.4,38,40,17.22,VE,1594404929
496,Nizhneangarsk,55.78,109.55,56.88,80,99,2.91,RU,1594404929
497,Chongqing,29.56,106.55,77.0,88,75,8.95,CN,1594404929
498,Berdigestyakh,62.1,126.7,54.61,95,99,5.21,RU,1594404929
499,Morehead,37.27,-87.18,84.99,58,1,6.93,US,1594404929
500,Abadan,38.05,58.21,91.4,29,75,9.17,TM,1594404929
501,Pimentel,-6.84,-79.93,69.8,60,67,13.87,PE,1594404930
502,Sompeta,18.93,84.6,84.02,79,100,10.2,IN,1594404930
503,Kavaratti,10.57,72.64,82.33,74,100,9.35,IN,1594404930
504,Novikovo,51.15,37.89,63.03,68,9,3.22,RU,1594404930
505,Curaçá,-8.99,-39.91,86.02,42,84,17.09,BR,1594404682
506,Zabaykal'sk,49.63,117.32,63.99,72,0,9.08,RU,1594404930
507,Alamogordo,32.9,-105.96,96.8,16,1,6.93,US,1594404930
508,Wanning,18.8,110.4,82.09,88,99,11.48,CN,1594404931
509,Iralaya,15.0,-83.23,89.6,70,40,9.17,HN,1594404931
510,San Ignacio,17.16,-89.07,88.0,74,75,4.7,BZ,1594404931
511,Port Macquarie,-31.43,152.92,52.0,97,51,6.91,AU,1594404819
512,Goundam,16.41,-3.67,100.15,25,84,7.09,ML,1594404931
513,Cosalá,24.41,-106.69,96.24,34,26,4.12,MX,1594404931
514,Mangan,27.52,88.53,75.76,58,100,0.34,IN,1594404931
515,Waspán,14.74,-83.97,89.6,70,40,9.17,NI,1594404932
516,Coolum Beach,-26.53,153.1,60.01,97,89,2.73,AU,1594404932
517,Celestún,20.87,-90.4,88.25,62,51,11.59,MX,1594404932
518,Otumba,19.7,-98.75,71.6,40,20,5.82,MX,1594404932
519,Tarakan,3.3,117.63,80.46,78,71,0.92,ID,1594404932
520,Yangi Marg`ilon,40.43,71.72,78.8,27,87,9.17,UZ,1594404932
521,Bennettsville,34.62,-79.68,91.99,66,40,4.7,US,1594404932
522,Mt. Pleasant,32.79,-79.86,89.6,70,40,5.82,US,1594404931
523,La Grande,45.32,-118.09,66.99,52,40,4.7,US,1594404932
524,South Shields,55.0,-1.43,64.99,82,40,4.7,GB,1594404933
525,Chalchuapa,13.99,-89.68,73.4,100,40,2.24,SV,1594404933
526,Thinadhoo,0.53,72.93,83.95,75,88,10.09,MV,1594404908
527,Baruun-Urt,46.68,113.28,58.84,87,87,6.26,MN,1594404862
528,Nortelândia,-14.45,-56.8,93.67,22,1,7.2,BR,1594404933
529,Juradó,7.11,-77.76,79.93,85,100,10.11,CO,1594404933
530,Cortez,37.35,-108.59,89.01,10,1,13.87,US,1594404933
531,Trincomalee,8.57,81.23,79.83,80,97,14.38,LK,1594404933
532,Northam,51.03,-4.22,57.99,80,0,10.0,GB,1594404933
533,Tegul'det,57.31,88.17,51.67,93,31,6.46,RU,1594404934
534,Tura,25.52,90.22,75.31,98,100,6.76,IN,1594404821
535,Roboré,-18.33,-59.75,85.71,40,71,13.11,BO,1594404934
536,Puerto Escondido,15.85,-97.07,87.8,62,75,5.82,MX,1594404671
537,Leh,34.17,77.58,61.74,29,28,4.56,IN,1594404934
538,Smithers,54.78,-127.17,53.6,76,90,5.82,CA,1594404842
539,Lagoa,39.05,-27.98,68.43,74,14,5.57,PT,1594404793
540,Sinop Province,41.77,34.87,75.2,69,20,4.7,TR,1594404906
541,Ahome,25.92,-109.18,91.99,41,5,9.17,MX,1594404935
542,Bandarbeyla,9.49,50.81,78.62,79,88,35.79,SO,1594404935
543,Quatre Cocos,-20.21,57.76,72.0,53,75,18.34,MU,1594404935
544,Red Bluff,40.18,-122.24,91.0,25,1,3.38,US,1594404935
545,Moree,-29.47,149.85,55.4,93,75,4.7,AU,1594404935
546,Krasnosel'kup,65.7,82.47,61.77,61,14,14.88,RU,1594404935
547,Road Town,18.42,-64.62,89.6,62,40,12.75,VG,1594404675
548,Saint-Louis,16.33,-15.0,102.2,33,13,2.24,SN,1594404858
